ID,Length,Masker,Onset,SNR,Speaker,Target,Raw,Responses,N-Listeners,Counts,Confusion,Consistency,Target-Arpabet,Target-IPA,Target-frequency,Confusion-Arpabet,Confusion-IPA,Confusion-frequency,Phoneme-distance
3784,11520,SSN,104656,-6.982,s3,jointly,drink|drink|drink|drinking|dream|jointly|join|drink|drink|drink|jointly|drink|drink|drink|enjoyment,drink|jointly|join|enjoyment|drinking|dream,15,9 2 1 1 1 1,drink,9,! JH OY N T . L IY,! dʒ ɔɪ n t . l i,3.1,! D R IH NG K,! d ɹ ɪ ŋ k,5.06,57
3786,9172,SSN,455143,-6.173,s3,buyer,fire|buyer|fire|fire|pie|fire|fire|quiet|fire|fire|buyer|fire|final|prior|fire,fire|buyer|quiet|pie|prior|final,15,9 2 1 1 1 1,fire,9,! B AY . AX,! b aɪ . ə,4.13,! F AY . AX,! f aɪ . ə,5.18,10
3787,13280,SSN,658770,-6.2,s3,sleek,sleek|sleep|sleep|sleek|sleep|sleek|sleep|sleep|sleep|sleep|sleek|sleek|sleep|sleep|sleep,sleep|sleek,15,10 5,sleep,10,! S L IY K,! s l i k,3.29,! S L IY P,! s l i p,4.94,10
3791,14898,SSN,826266,-5.132,s3,perverse,perverse|averse|traverse|reverse|reverse|perverse|perverse|averse|reverse|reverse|reverse|reverse|averse|reverse|reverse,reverse|perverse|averse|traverse,15,8 3 3 1,reverse,8,P AX ! V ER S,p ə ! v ɜ s,3.13,R AX ! V ER S,ɹ ə ! v ɜ s,4.15,20
3804,11876,SSN,496159,-5.623,s3,because,curse|because|coat|coast|reverse|coast|coast|coast|coast|coast|coast|curse|coast|coat|because,coast|coat|because|curse|reverse,15,8 2 2 2 1,coast,8,B IH ! K OH Z,b ɪ ! k ɒ z,6.22,! K OW S T,! k oʊ s t,4.86,41
3805,12960,SSN,102704,-6.534,s3,remote,remember|remember|remote|remote|women|flamingo|remote|remember|remember|remembered|remember|remember|remote|woman|remember,remember|remote|woman|remembered|flamingo|women,15,7 4 1 1 1 1,remember,7,R IH ! M OW T,ɹ ɪ ! m oʊ t,4.32,R IH ! M EH M . B AX,ɹ ɪ ! m e m . b ə,5.52,34
3848,10818,BAB4,521819,-2.165,s3,barber,harbour|arbour|barbaric|harder|reports|harbour|arbour|arbour|barber|harbour|harbour|forest|harbour|harbour,harbour|arbour|harder|reports|barbaric|barber|forest,14,6 3 1 1 1 1 1,harbour,6,! B AA . B AX,! b ɑ . b ə,3.63,! HH AA . B AX,! h ɑ . b ə,4.12,10
3884,9440,BMN3,281850,-3.348,s2,childish,children|children|children|choir|children|children|children|children|children|children|children|children|children|children|children,children|choir,15,14 1,children,14,! CH AY L . D IH SH,! tʃ aɪ l . d ɪ ʃ,3.42,! CH IH L . D R AX N,! tʃ ɪ l . d ɹ ə n,5.53,37
3891,11680,BMN3,787862,-7.67,s2,radius,radio|gradient|radio|radius|radiant|radio|raiding|radius|rabies|radius|rating|radio|radio|radio|radio,radio|radius|rating|rabies|gradient|radiant|raiding,15,7 3 1 1 1 1 1,radio,7,! R EY . D IA S,! ɹ eɪ . d ɪə s,3.33,! R EY . D IY . OW,! ɹ eɪ . d i . oʊ,4.82,20
3892,13280,BMN3,856391,-7.311,s2,stance,stars|stance|stars|stars|staff|stance|stars|stance|scarce|stars|sparse|stars|stars|start|stance,stars|stance|sparse|start|scarce|staff,15,7 4 1 1 1 1,stars,7,! S T AA N S,! s t ɑ n s,3.74,! S T AA Z,! s t ɑ z,4.8,17
3895,8960,BMN3,217342,-4.318,s2,guest,guess|guess|gift|guess|yes|guess|kiss|guess|guess|guess|kiss|gift|guess|guess|guess,guess|kiss|gift|yes,15,10 2 2 1,guess,10,! G EH S T,! ɡ e s t,4.58,! G EH S,! ɡ e s,5.16,7
3900,10080,BMN3,195346,-3.681,s2,fame,vein|vain|vain|rain|vein|vain|thing|fame|fame|vain|fame|fame|vein|vain|fame,vain|fame|thing|rain,15,8 5 1 1,vain,8,! F EY M,! f eɪ m,4.18,! V EY N,! v eɪ n,3.67,20
3902,11840,BMN3,305352,-7.267,s2,bedside,inside|exile|entire|inside|inside|inside|inside|inside|inside|exile|inside|inside|inside|inside|sign,inside|exile|entire|sign,15,11 2 1 1,inside,11,! B EH D . S AY D,! b e d . s aɪ d,3.45,IH N ! S AY D,ɪ n ! s aɪ d,5.36,27
3912,5760,BMN3,734433,-3.786,s2,drug,drunk|drunk|drunk|car|cup|clock|truck|drunk|car|car|truck|drunk|drunk|cup|come,drunk|car|cup|truck|come|clock,15,6 3 2 2 1 1,drunk,6,! D R AH G,! d ɹ ʌ ɡ,4.5,! D R AH NG K,! d ɹ ʌ ŋ k,4.46,17
3916,10080,BMN3,24595,-7.487,s2,acute,cute|cute|computer|equipped|cute|acute|cute|acute|cute|compute|huge|cute|cute|commute|cute,cute|acute|compute|huge|commute|equipped|computer,15,8 2 1 1 1 1 1,cute,8,AX ! K Y UW T,ə ! k j u t,3.66,! K Y UW T,! k j u t,4.4,7
3921,11840,BMN3,380970,-7.707,s2,insight,inside|inside|inside|inside|inside|inside|inside|inside|inside|inside|inside|inside|inside|inside|excite,inside|excite,15,14 1,inside,14,! IH N . S AY T,! ɪ n . s aɪ t,3.93,IH N ! S AY D,ɪ n ! s aɪ d,5.36,10
3923,10780,BMN3,263273,-3.936,s2,class,glass|glass|mask|class|glass|class|class|glass|glass|glass|glass|glass|glass|glass|glass,glass|class|mask,15,11 3 1,glass,11,! K L AA S,! k l ɑ s,5.01,! G L AA S,! ɡ l ɑ s,4.92,10
3951,12000,BAB4,52954,-2.053,s1,formal,train|form|fire|crane|flight|train|thorn|form|form|from|form|form|film|for|form,form|train|flight|for|fire|thorn|from|crane|film,15,6 2 1 1 1 1 1 1 1,form,6,! F AO . M L,! f ɔ . m l,4.17,! F AO M,! f ɔ m,5.08,7
3992,10574,BAB4,213729,-2.172,s4,gross,dish|dish|dish|regress|dish|dip|proceed|prestige|dick|red|dish|dish|dish|decorate|health,dish|proceed|dick|regress|health|decorate|prestige|dip|red,15,7 1 1 1 1 1 1 1 1,dish,7,! G R OW S,! ɡ ɹ oʊ s,4.04,! D IH SH,! d ɪ ʃ,4.94,37
3995,10400,BAB4,734047,-0.098,s4,humble,humble|tumble|suggest|jack|tumble|tumble|suggest|tumble|suggest|pummel|roll|tonne|tumble|suggest|tumble,tumble|suggest|tonne|humble|pummelled|jack|roll,15,6 4 1 1 1 1 1,tumble,6,! HH AH M . B L,! h ʌ m . b l,4.02,! T AH M . B L,! t ʌ m . b l,4.5,10
3997,9440,BAB4,743925,-1.381,s4,modern,suggest|suggest|suggest|suggest|suggest|suggest|suggest|suggest|suggest|modest|modest|suggest|suggest|suggest|modern,suggest|modest|modern,15,12 2 1,suggest,12,! M OH . D N,! m ɒ . d n,5.02,S AX ! JH EH S T,s ə ! dʒ e s t,4.63,54
3998,10080,BAB4,544813,-2.942,s4,finished,finish|finish|lily|finish|mini|night|finish|finished|minute|minute|finished|finish|finish|rage|finish,finish|finished|minute|mini|rage|night|lily,15,7 2 2 1 1 1 1,finish,7,! F IH . N IH SH T,! f ɪ . n ɪ ʃ t,5.05,! F IH . N IH SH,! f ɪ . n ɪ ʃ,5.06,7
3999,11520,BAB4,58938,-2.471,s4,caution,cautious|flex|cautious|fly|caution|cautious|flex|cautious|threat|cautious|cautious|cautious|caution|cautious|cautious,cautious|flex|caution|fly|threat,15,9 2 2 1 1,cautious,9,! K AO . SH N,! k ɔ . ʃ n,3.81,! K AO . SH AX S,! k ɔ . ʃ ə s,3.95,17
4003,12000,BAB4,571582,-0.912,s4,hearing,peasant|peasant|peasant|hassle|peering|computer|peasant|peasant|peasant|peasant|peasant|peasant|hazard|person|peasant,peasant|computer|peering|hazard|person|hassle,15,10 1 1 1 1 1,peasant,10,! HH IA . R IH NG,! h ɪə . ɹ ɪ ŋ,4.65,! P EH . S N T,! p e . s n t,3.43,50
4009,11040,BAB4,787330,-0.104,s4,chess,chest|chest|chess|chess|chef|chess|chest|chest|chess|chest|chess|chest|chest|chests|chest,chest|chess|chef|chests,15,8 5 1 1,chest,8,! CH EH S,! tʃ e s,3.91,! CH EH S T,! tʃ e s t,4.48,7
4010,10400,BAB4,446493,-0.218,s4,neat,neat|meet|meat|meet|meat|neat|sleet|meat|neat|meet|neat|meet|neat|meat|meet,meet|neat|sleet,15,9 5 1,meet,9,! N IY T,! n i t,4.0,! M IY T,! m i t,5.41,10
4015,12960,BAB4,743363,-0.579,s4,received,suggest|suggest|suggest|feast|ceased|deceased|suggest|diseased|suggest|pleased|appeased|suggest|suggest|suggest|succeed,suggest|appeased|feast|ceased|diseased|succeed|pleased|deceased,15,8 1 1 1 1 1 1 1,suggest,8,R IH ! S IY V D,ɹ ɪ ! s i v d,4.65,S AX ! JH EH S T,s ə ! dʒ e s t,4.63,58
4017,12480,BAB4,549880,-1.995,s4,marked,mask|marks|marks|might|depend|force|marks|ma|marks|marks|marks|marks|marks|mind|marks,marks|force|ma|mind|mask|depend|might,15,9 1 1 1 1 1 1,marks,9,! M AA K T,! m ɑ k t,4.25,! M AA K S,! m ɑ k s,4.53,10
4018,6400,BAB4,783406,-2.869,s4,dead,day|day|day|free|debt|shave|trail|day|stare|day|save|stave|dead|day|day,day|shave|stare|debt|stave|free|trail|dead|save,15,7 1 1 1 1 1 1 1 1,day,7,! D EH D,! d e d,5.15,! D EY,! d eɪ,5.99,17
4040,8724,BMN3,747043,-7.671,s3,jaw,dual|for|draw|drawer|draw|your|jaws|talk|draw|draw|draw|broad|chore|cool|draw,draw|chore|for|broad|dual|jaws|your|talk|cool,15,7 1 1 1 1 1 1 1 1,draw,7,! JH AO,! dʒ ɔ,3.88,! D R AO,! d ɹ ɔ,4.87,17
4059,11534,BMN3,383352,-6.94,s3,pint,height|tight|tired|tight|tight|tight|tired|tide|tight|hind|height|height|tired|tight|typed,tight|tired|height|typed|tide|hind,15,6 3 3 1 1 1,tight,6,! P AY N T,! p aɪ n t,4.14,! T AY T,! t aɪ t,4.73,17
4073,10228,BMN3,201872,-3.817,s3,very,bed|bury|very|bury|very|very|burial|bury|bury|barrier|ferry|bury|bury|very|very,bury|very|burial|barrier|bed|ferry,15,6 5 1 1 1 1,bury,6,! V EH . R IY,! v e . ɹ i,6.41,! B EH . R IY,! b e . ɹ i,4.07,10
4074,12900,BMN3,338662,-4.118,s3,naval,fable|label|enable|label|label|label|naval|label|naval|table|label|label|naval|table|able,label|naval|table|enable|able|fable,15,7 3 2 1 1 1,label,7,! N EY . V L,! n eɪ . v l,3.91,! L EY . B L,! l eɪ . b l,4.13,20
4091,13600,BMN3,303997,-7.075,s4,sailing,feeling|ceiling|schooling|sailing|ceiling|failing|sister|ceiling|stealing|ceiling|feeling|ceiling|feeling|ceiling|feeling,ceiling|feeling|sister|sailing|failing|schooling|stealing,15,6 4 1 1 1 1 1,ceiling,6,! S EY . L IH NG,! s eɪ . l ɪ ŋ,4.2,! S IY . L IH NG,! s i . l ɪ ŋ,4.29,10
4094,7360,BMN3,177141,-4.11,s4,hook,cook|hook|cook|book|cook|cook|book|cook|cook|hook|hook|cook|hook|hook|cook,cook|hook|book,15,8 5 2,cook,8,! HH UH K,! h ʊ k,4.21,! K UH K,! k ʊ k,5.03,10
4095,11680,BMN3,899507,-3.768,s4,patrol,control|control|control|patrol|patrol|control|drown|patrol|control|patrol|troll|control|troll|control|patrol,control|patrol|troll|drown,15,7 5 2 1,control,7,P AX ! T R OW L,p ə ! t ɹ oʊ l,4.22,K AX N ! T R OW L,k ə n ! t ɹ oʊ l,5.14,17
4097,11422,BMN3,695103,-4.212,s4,harry,carry|carry|carry|carry|carry|carry|carry|carry|carry|harry|carry|parry|parried|carry|harry,carry|harry|parried|parry,15,11 2 1 1,carry,11,! HH AE . R IY,! h æ . ɹ i,4.81,! K AE . R IY,! k æ . ɹ i,4.95,10
4116,8000,BMN3,758759,-7.334,s4,boat,over|open|boastful|open|oak|open|excess|blower|open|over|both|host|open|over|open,open|over|both|boastful|oak|blower|host|excess,15,6 3 1 1 1 1 1 1,open,6,! B OW T,! b oʊ t,4.89,! OW . P AX N,! oʊ . p ə n,5.41,31
4123,9120,BMN3,407079,-4.154,s4,form,fall|fold|troll|fall|fold|call|fall|cold|fall|poll|fall|call|fold|fall|fall,fall|fold|call|troll|cold|poll,15,7 3 2 1 1 1,fall,7,! F AO M,! f ɔ m,5.08,! F AO L,! f ɔ l,5.01,10
4142,9760,SSN,513510,-5.665,s4,fit,fit|thick|bit|stick|bit|bit|bit|guess|thick|bit|thick|bit|fit|thick|bit,bit|thick|fit|guess|stick,15,7 4 2 1 1,bit,7,! F IH T,! f ɪ t,4.97,! B IH T,! b ɪ t,6.1,10
4152,10428,SSN,837285,-5.087,s4,fairy,thirty|there|there|fair|then|then|fairy|repair|bear|then|then|thirst|then|there|then,then|there|repair|thirty|fair|bear|thirst|fairy,15,6 3 1 1 1 1 1 1,then,6,! F EA . R IY,! f ɛə . ɹ i,4.16,! DH EH N,! ð e n,6.21,37
4157,9840,SSN,862921,-5.32,s4,brand,friend|friend|ground|friend|friend|brown|friend|grand|dreamt|brand|friend|friend|brand|friend|friend,friend|brand|brown|grand|dreamt|ground,15,9 2 1 1 1 1,friend,9,! B R AE N D,! b ɹ æ n d,4.68,! F R EH N D,! f ɹ e n d,5.29,20
4161,9954,SSN,165148,-6.088,s4,junk,jump|jump|jump|junk|jump|jump|jump|jump|jump|jump|junk|jump|jump|jump|jump,jump|junk,15,13 2,jump,13,! JH AH NG K,! dʒ ʌ ŋ k,3.97,! JH AH M P,! dʒ ʌ m p,4.84,20
4166,8640,SSN,816511,-5.339,s4,pushed,push|push|pushed|push|pushed|pushed|push|books|push|pushed|pushed|push|push|push|push,push|pushed|books,15,9 5 1,push,9,! P UH SH T,! p ʊ ʃ t,4.51,! P UH SH,! p ʊ ʃ,4.92,7
4171,8840,SSN,868048,-6.058,s4,era,viewer|viewer|zero|pure|zero|appearance|hero|hero|feral|hero|hero|fewer|feel|hero|hero,hero|viewer|zero|feral|feel|appearance|fewer|pure,15,6 2 2 1 1 1 1 1,hero,6,! IA . R AX,! ɪə . ɹ ə,4.4,! HH IA . R OW,! h ɪə . ɹ oʊ,4.53,17
4173,10240,SSN,391495,-6.039,s4,tact,tack|tact|tax|tack|tack|attack|tank|tack|attack|tact|tax|attack|attack|attack|attack,attack|tack|tact|tax|tank,15,6 4 2 2 1,attack,6,! T AE K T,! t æ k t,2.88,AX ! T AE K,ə ! t æ k,4.9,14
4175,11040,SSN,363438,-4.435,s4,chess,chest|chess|chest|chess|chest|chest|chess|chest|chess|chest|chest|chest|chess|chest|chess,chest|chess,15,9 6,chest,9,! CH EH S,! tʃ e s,3.91,! CH EH S T,! tʃ e s t,4.48,7
4177,10080,SSN,720312,-4.247,s4,why,wine|wine|why|wise|wine|why|why|wine|why|wine|wine|wine|wine|wine|wine,wine|why|wise,15,10 4 1,wine,10,! W AY,! w aɪ,6.02,! W AY N,! w aɪ n,4.84,7
4198,7360,BAB4,424541,-2.387,s2,plea,please|plea|plead|plead|plead|plead|costly|please|please|plead|plead|plead|dirt|please|plead,plead|please|costly|plea|dirt,15,8 4 1 1 1,plead,8,! P L IY,! p l i,3.63,! P L IY D,! p l i d,3.48,7
4226,8800,BAB4,592383,0.688,s2,asset,acid|acid|acid|acid|passage|passage|passage|acid|asked|attitude|asset|acid|ask|acid|asked,acid|passage|asked|attitude|asset|ask,15,7 3 2 1 1 1,acid,7,! AE . S EH T,! æ . s e t,3.82,! AE . S IH D,! æ . s ɪ d,4.01,20
4236,9760,BMN3,852762,-4.188,s1,really,clearly|clearly|purely|barely|feeling|clearly|clearly|clearly|really|query|clearly|theory|clearly|really|really,clearly|really|theory|barely|purely|query|feeling,15,7 3 1 1 1 1 1,clearly,7,! R IA . L IY,! ɹ ɪə . l i,6.29,! K L IA . L IY,! k l ɪə . l i,5.01,17
4244,9926,BMN3,497063,-4.298,s1,hut,hut|hot|hot|hot|hot|hotter|hot|hot|hot|hot|hot|hot|hot|hot|hot,hot|hut|hotter,15,13 1 1,hot,13,! HH AH T,! h ʌ t,3.82,! HH OH T,! h ɒ t,5.14,10
4249,9440,BMN3,702319,-6.664,s1,cough,hot|upon|pop|loss|clock|horse|on|hot|hot|cough|hot|hot|hot|hot|hot,hot|on|horse|loss|clock|upon|pop|cough,15,8 1 1 1 1 1 1 1,hot,8,! K OH F,! k ɒ f,3.68,! HH OH T,! h ɒ t,5.14,20
4257,9120,BMN3,573806,-4.565,s1,powder,housing|housing|outing|outing|hoping|hall|hidden|house|out|out|out|out|out|out|ouch,out|housing|outing|hoping|house|ouch|hidden|hall,15,6 2 2 1 1 1 1 1,out,6,! P AW . D AX,! p aʊ . d ə,4.17,! AW T,! aʊ t,6.48,24
4258,10986,BMN3,316441,-7.774,s1,tiny,timely|timely|tiny|timely|timely|honey|honey|timely|friendly|tiny|timely|timely|finally|time|timely,timely|tiny|honey|finally|time|friendly,15,8 2 2 1 1 1,timely,8,! T AY . N IY,! t aɪ . n i,4.87,! T AY M . L IY,! t aɪ m . l i,3.3,17
4265,10884,BMN3,428100,-7.653,s1,gardener,garden|garden|darkness|garden|garden|jar|darling|dine|garden|garden|garden|gardener|tired|garden|garden,garden|dine|darkness|tired|jar|darling|gardener,15,9 1 1 1 1 1 1,garden,9,! G AA D . N AX,! ɡ ɑ d . n ə,3.88,! G AA . D N,! ɡ ɑ . d n,5.28,7
4273,8498,BMN3,378026,-6.348,s1,hair,air|air|air|end|hair|help|air|hand|air|end|pen|ebb|air|air|heir,air|end|help|ebb|hand|hair|pen,15,8 2 1 1 1 1 1,air,8,! HH EA,! h ɛə,5.03,! EA,! ɛə,5.22,7
4298,9760,SSN,242074,-5.581,s1,pine,find|find|pine|find|find|time|time|find|find|idle|time|find|iron|ill|pine,find|time|pine|ill|idle|iron,15,7 3 2 1 1 1,find,7,! P AY N,! p aɪ n,3.99,! F AY N D,! f aɪ n d,5.89,17
4300,11314,SSN,25321,-6.789,s1,gene,jewel|gene|jewel|dune|journey|dream|drive|huge|jewel|jewel|jewel|jewel|jewellery|juice|june,jewel|huge|jewellery|june|drive|dune|juice|journey|gene|dream,15,6 1 1 1 1 1 1 1 1 1,jewel,6,! JH IY N,! dʒ i n,3.91,! JH UW . AX L,! dʒ u . ə l,3.76,27
4302,10720,SSN,495659,-6.056,s1,reading,window|wind|window|window|glimpse|humorous|inner|humid|windmill|window|window|injure|window|window|window,window|windmill|glimpse|humid|injure|humorous|inner|wind,15,8 1 1 1 1 1 1 1,window,8,! R IY . D IH NG,! ɹ i . d ɪ ŋ,4.78,! W IH N . D OW,! w ɪ n . d oʊ,4.84,44
4310,13120,SSN,287368,-4.214,s1,moonlight,prudent|movement|moonlight|rude|blueprint|movement|movement|room|movement|grouping|movement|boot|moved|movement|movement,movement|blueprint|prudent|room|rude|boot|moved|moonlight|grouping,15,7 1 1 1 1 1 1 1 1,movement,7,! M UW N . L AY T,! m u n . l aɪ t,3.57,! M UW V . M AX N T,! m u v . m ə n t,4.71,35
4314,8480,SSN,419685,-5.637,s1,cloth,plot|plot|glove|drop|plot|cloth|cloth|class|plot|glass|clock|plot|cloth|plot|plot,plot|cloth|glass|drop|glove|clock|class,15,7 3 1 1 1 1 1,plot,7,! K L OH TH,! k l ɒ θ,4.01,! P L OH T,! p l ɒ t,4.38,20
4348,8320,SSN,708494,-4.438,s2,wooden,wood|wooden|rude|wood|wood|wood|wooden|woody|wooden|wood|wooden|wood|wood|wooden|wood,wood|wooden|woody|rude,15,8 5 1 1,wood,8,! W UH . D N,! w ʊ . d n,4.29,! W UH D,! w ʊ d,4.78,7
4350,9760,SSN,392727,-6.43,s2,fighting,quietly|fighter|mighty|fighting|fighter|frighten|punch|party|fighter|fighter|fighter|fighting|fighting|fighter|fighting,fighter|fighting|quietly|frighten|punch|mighty|party,15,6 4 1 1 1 1 1,fighter,6,! F AY . T IH NG,! f aɪ . t ɪ ŋ,4.87,! F AY . T AX,! f aɪ . t ə,4.01,17
4356,7360,SSN,753007,-4.605,s2,killer,cure|accurate|accumulate|cure|cool|cure|cure|peculiar|tomb|humid|cure|cure|liquor|lunar|killer,cure|humid|accurate|killer|peculiar|lunar|accumulate|tomb|liquor|cool,15,6 1 1 1 1 1 1 1 1 1,cure,6,! K IH . L AX,! k ɪ . l ə,4.37,! K Y UA,! k j ʊə,4.14,27
4365,11360,SSN,784374,-6.789,s2,lousy,crowded|mouth|man|mound|mound|mound|pound|mound|mound|louder|mound|man|loud|mound|mound,mound|man|pound|crowded|louder|mouth|loud,15,8 2 1 1 1 1 1,mound,8,! L AW . Z IY,! l aʊ . z i,3.35,! M AW N D,! m aʊ n d,3.43,30
4366,7200,SSN,249006,-4.266,s2,joy,join|join|join|joy|join|join|join|joint|join|join|join|join|join|join|join,join|joint|joy,15,13 1 1,join,13,! JH OY,! dʒ ɔɪ,4.53,! JH OY N,! dʒ ɔɪ n,5.1,7
4373,10240,SSN,477244,-5.262,s2,calmly,carpet|calmly|calm|calming|calm|calm|come|calm|calming|come|calming|calm|calm|carpet|calm,calm|calming|come|carpet|calmly,15,7 3 2 2 1,calm,7,! K AA M . L IY,! k ɑ m . l i,3.3,! K AA M,! k ɑ m,4.72,14
4386,11364,BMN3,669175,-6.871,s3,that,back|back|back|back|back|back|backed|back|back|bat|bat|back|bat|back|bat,back|bat|backed,15,10 4 1,back,10,! DH AE T,! ð æ t,7.19,! B AE K,! b æ k,6.25,20
4387,11216,BMN3,245960,-4.623,s3,cheek,cheap|cheap|cheap|cheap|cheat|cheap|cheap|cheap|cheat|cheap|cheek|cheap|cheap|cheap|cheat,cheap|cheat|cheek,15,11 3 1,cheap,11,! CH IY K,! tʃ i k,3.93,! CH IY P,! tʃ i p,4.65,10
4403,13372,BMN3,825525,-5.941,s3,charm,stop|charm|char|char|char|charm|charge|char|charm|char|charge|char|char|charm|char,char|charm|charge|stop,15,8 4 2 1,char,8,! CH AA M,! tʃ ɑ m,4.19,! CH AA,! tʃ ɑ,3.1,7
4422,9600,SSN,776373,-6.264,s4,what,box|bop|box|box|dock|box|box|hot|bop|box|box|box|hot|fox|bop,box|bop|hot|fox|dock,15,8 3 2 1 1,box,8,! W OH T,! w ɒ t,6.78,! B OH K S,! b ɒ k s,5.12,27
4440,12160,SSN,47025,-4.723,s2,tiles,time|tiled|tile|tile|time|time|tiles|tile|childhood|drown|time|time|tidal|time|time,time|tile|tiles|drown|tiled|tidal|childhood,15,7 3 1 1 1 1 1,time,7,! T AY L Z,! t aɪ l z,4.08,! T AY M,! t aɪ m,6.35,17
4447,7360,SSN,883136,-6.506,s2,bite,fight|find|fight|time|fight|fight|find|delight|life|fight|fight|fight|find|find|fine,fight|find|life|delight|time|fine,15,7 4 1 1 1 1,fight,7,! B AY T,! b aɪ t,4.45,! F AY T,! f aɪ t,5.04,10
4450,9556,SSN,347120,-5.912,s2,fraud,tool|cold|broad|broad|prawn|static|broad|crawl|control|broad|fraud|broad|broad|draw|crawl,broad|crawl|control|draw|fraud|tool|prawn|static|cold,15,6 2 1 1 1 1 1 1 1,broad,6,! F R AO D,! f ɹ ɔ d,4.25,! B R AO D,! b ɹ ɔ d,4.22,10
4462,10400,BMN3,120487,-4.604,s2,roar,war|war|over|war|roared|war|war|war|war|reward|war|roar|war|more|roar,war|roar|roared|over|reward|more,15,9 2 1 1 1 1,war,9,! R AO R,! ɹ ɔ ɹ,4.13,! W AO R,! w ɔ ɹ,5.34,10
4466,13760,BMN3,144707,-3.796,s2,firstly,thirsty|thirsty|thirsty|thirsty|thirsty|thirsty|curse|thirsty|thirsty|thirsty|firstly|thirsty|firstly|the|firstly,thirsty|firstly|the|curse,15,10 3 1 1,thirsty,10,! F ER S T . L IY,! f ɜ s t . l i,4.17,! TH ER . S T IY,! θ ɜ . s t i,3.69,17
4498,10420,SSN,261485,-6.455,s3,earn,earth|oh|earn|earth|bear|earth|earth|earth|earth|err|earth|earth|earth|earth|air,earth|earn|err|oh|bear|air,15,10 1 1 1 1 1,earth,10,! ER N,! ɜ n,4.36,! ER TH,! ɜ θ,5.0,10
4501,11478,SSN,494583,-5.943,s3,turf,turf|turf|turn|turn|turf|turn|term|turn|turn|turf|turn|turn|turf|turn|turn,turn|turf|term,15,9 5 1,turn,9,! T ER F,! t ɜ f,3.8,! T ER N,! t ɜ n,5.45,10
4503,14234,SSN,264906,-4.447,s3,wife,white|white|white|white|white|wife|wine|white|white|white|wine|white|white|rifle|wife,white|wife|wine|rifle,15,10 2 2 1,white,10,! W AY F,! w aɪ f,5.15,! W AY T,! w aɪ t,5.25,10
4504,15856,SSN,792119,-6.635,s3,seldom,self|soft|shout|self|self|self|seldom|self|sell|self|sell|self|self|self|self,self|sell|seldom|shout|soft,15,10 2 1 1 1,self,10,! S EH L . D AX M,! s e l . d ə m,3.32,! S EH L F,! s e l f,4.83,24
4510,11932,SSN,378908,-6.371,s3,autumn,water|water|water|water|autumn|water|loiter|water|water|water|autumn|water|autumn|water|water,water|autumn|loiter,15,11 3 1,water,11,! AO . T AX M,! ɔ . t ə m,4.41,! W AO . T AX,! w ɔ . t ə,5.53,14
4512,12506,SSN,436090,-6.51,s3,round,ground|ground|ground|ground|ground|ground|ground|round|ground|ground|drown|ground|round|ground|ground,ground|round|drown,15,12 2 1,ground,12,! R AW N D,! ɹ aʊ n d,5.71,! G R AW N D,! ɡ ɹ aʊ n d,5.19,7
4525,8614,BAB4,636553,0.773,s1,bloc,lost|lock|lock|lock|tone|lock|lock|lock|lock|lock|lock|lock|wok|lock|bloc,lock|tone|bloc|wok|lost,15,11 1 1 1 1,lock,11,! B L OH K,! b l ɒ k,2.98,! L OH K,! l ɒ k,4.42,7
4528,8960,BAB4,321797,-2.821,s1,wake,chocolate|waste|waste|waste|waste|chop|crime|waits|private|crime|awakes|waste|awakes|wake|waist,waste|awakes|crime|waits|private|chop|wake|chocolate,15,6 2 2 1 1 1 1 1,waste,6,! W EY K,! w eɪ k,4.64,! W EY S T,! w eɪ s t,4.72,17
4544,8000,BAB4,828437,-2.18,s4,than,cross|trough|drop|froth|cross|land|rock|ban|cross|cross|learn|trough|cross|cross|him,cross|trough|land|froth|rock|drop|learn|ban|him,15,6 2 1 1 1 1 1 1 1,cross,6,! DH AE N,! ð æ n,6.02,! K R OH S,! k ɹ ɒ s,4.94,37
4558,10560,BAB4,147978,0.814,s4,sphere,spear|spear|spin|spear|spears|space|spear|spear|spear|spear|spears|spear|map|spear|spears,spear|spears|spin|map|space,15,9 3 1 1 1,spear,9,! S F IA,! s f ɪə,3.68,! S P IA,! s p ɪə,3.42,10
4560,11646,BAB4,817816,0.207,s4,courier,cruel|greed|coin|cruel|cruel|detox|squirrels|cruel|cruel|curry|crawl|squirrel|crawl|prawn|cruel,cruel|crawl|detox|squirrel|prawn|coin|curry|squirrels|greed,15,6 2 1 1 1 1 1 1 1,cruel,6,! K UH . R IA,! k ʊ . ɹ ɪə,3.33,! K R UA L,! k ɹ ʊə l,4.11,24
4571,13760,BAB4,601532,0.413,s4,stove,stone|stone|used|stove|stole|stove|stone|stove|stone|stone|stove|stoned|stove|stone|stove,stone|stove|used|stole|stoned,15,6 6 1 1 1,stone,6,! S T OW V,! s t oʊ v,3.67,! S T OW N,! s t oʊ n,4.84,10
4595,9760,SSN,386718,-4.353,s1,ration,ration|brushing|rushing|russian|brush|rushing|rushing|rushing|russian|rushing|russian|russian|rush|rushing|ration,rushing|russian|ration|brushing|rush|brush,15,6 4 2 1 1 1,rushing,6,! R AE . SH N,! ɹ æ . ʃ n,3.29,! R AH . SH IH NG,! ɹ ʌ . ʃ ɪ ŋ,3.88,27
