ID,Length,Masker,Onset,SNR,Speaker,Target,Raw,Responses,N-Listeners,Counts,Confusion,Consistency,Target-Arpabet,Target-IPA,Target-frequency,Confusion-Arpabet,Confusion-IPA,Confusion-frequency,Phoneme-distance
6522,10146,BMN3,814971,-3.57,s4,lamb,clown|loud|loud|loud|loud|loud|lamb|lamb|loud|loud|lounge|bland|loud|loud|loud,loud|lamb|bland|lounge|clown,15,10 2 1 1 1,loud,10,! L AE M,! l æ m,4.61,! L AW D,! l aʊ d,4.48,20
6527,7680,BMN3,758510,-7.219,s4,beer,fear|theory|beard|fear|there|fear|beard|video|filmed|zero|fear|thing|fear|fear|fear|fear,fear|beard|filmed|theory|there|thing|zero|video,16,8 2 1 1 1 1 1 1,fear,8,! B IA,! b ɪə,4.47,! F IA,! f ɪə,4.84,10
6532,11680,BMN3,257632,-3.949,s4,bats,fax|fact|facts|fact|fact|fact|faxed|fact|facts|facts|fat|fat|fat|fact|facts,fact|facts|fat|fax|faxed,15,6 4 3 1 1,fact,6,! B AE T S,! b æ t s,4.01,! F AE K T,! f æ k t,5.45,24
6551,8900,BMN3,586572,-3.192,s4,path,pack|pack|pack|hand|hat|pan|path|pack|pack|pack|path|panic|hat|pass|pack,pack|hat|path|hand|pass|panic|pan,15,7 2 2 1 1 1 1,pack,7,! P AA TH,! p ɑ θ,4.48,! P AE K,! p æ k,4.62,20
6559,10240,BMN3,692744,-4.305,s3,auction,orchard|fortune|fortune|orchard|fortune|report|auction|fortune|watch|fortune|fortune|fortune|orchard|fortune|fortune,fortune|orchard|auction|report|watch,15,9 3 1 1 1,fortune,9,! AO K . SH N,! ɔ k . ʃ n,5.17,! F AO . CH UW N,! f ɔ . tʃ u n,4.51,27
6567,12656,BMN3,832068,-4.062,s3,nets,net|next|next|net|next|next|nets|next|next|next|next|snacks|nets|next|next,next|net|nets|snacks,15,10 2 2 1,next,10,! N EH T S,! n e t s,3.71,! N EH K S T,! n e k s t,5.89,17
6568,12546,BMN3,873877,-5.632,s3,fearful,fifth|fifth|fearful|fifth|birth|fit|beer|fifth|wrist|cliff|fifth|bit|fifth|rift|fifth,fifth|rift|fit|fearful|beer|wrist|birth|bit|cliff,15,7 1 1 1 1 1 1 1 1,fifth,7,! F IA . F AX L,! f ɪə . f ə l,3.51,! F IH F TH,! f ɪ f θ,4.31,27
6575,13022,BMN3,652023,-6.741,s3,different,difficult|digital|difficult|different|digital|dimple|difficult|different|difficult|difficult|dimple|difficult|difficult|different|difficult,difficult|different|dimple|digital,15,8 3 2 2,difficult,8,! D IH . F R AX N T,! d ɪ . f ɹ ə n t,5.66,! D IH . F IH . K AX L T,! d ɪ . f ɪ . k ə l t,5.4,27
6580,12960,BMN3,208004,-7.184,s3,relieved,believed|definitely|believe|believed|mislead|relieved|believe|believed|believed|lead|believed|believed|beard|believed|bleed,believed|believe|lead|relieved|mislead|definitely|bleed|beard,15,7 2 1 1 1 1 1 1,believed,7,R IH ! L IY V D,ɹ ɪ ! l i v d,4.09,B IH ! L IY V D,b ɪ ! l i v d,4.61,10
6589,10720,BAB4,734765,-2.528,s2,globe,laughter|after|really|after|afternoon|cream|after|after|after|after|after|suggest|afternoon|greed|after,after|afternoon|suggest|cream|laughter|greed|really,15,8 2 1 1 1 1 1,after,8,! G L OW B,! ɡ l oʊ b,4.07,! AA F . T AX,! ɑ f . t ə,5.94,40
6605,10240,BAB4,270578,0.645,s2,stop,stomp|stomp|stop|stomp|stomp|stop|stomp|stop|stomp|croissant|stomp|stamp|stop|stop|stop,stomp|stop|stamp|croissant,15,7 6 1 1,stomp,7,! S T OH P,! s t ɒ p,5.55,! S T OH M P,! s t ɒ m p,3.5,7
6606,11360,BAB4,251836,0.808,s2,aboard,aboard|aboard|board|bored|bored|bored|aboard|bored|aboard|bald|board|board|bored|aboard|bored,bored|aboard|bald,15,9 5 1,bored,9,AX ! B AO D,ə ! b ɔ d,4.11,! B AO D,! b ɔ d,4.18,7
6607,9764,BAB4,903642,-2.8,s2,careful,chess|green|course|really|green|green|reporter|green|green|green|green|porch|smiths|hardcore|swifts,green|porch|reporter|smiths|course|chess|hardcore|swifts|really,15,7 1 1 1 1 1 1 1 1,green,7,! K EA . F UH L,! k ɛə . f ʊ l,4.84,! G R IY N,! ɡ ɹ i n,5.22,47
6619,11040,BAB4,927607,-0.626,s2,lot,blonde|lobby|lobby|lost|blob|lobby|lobby|blob|blot|robbed|lobbed|lobby|loft|loped|lobby,lobby|blob|blot|loft|lost|robbed|lobbed|loped|blonde,15,6 2 1 1 1 1 1 1 1,lobby,6,! L OH T,! l ɒ t,5.98,! L OH . B IY,! l ɒ . b i,3.75,17
6642,9760,BMN3,336742,-5.571,s4,theme,thief|theme|thief|thief|thief|thief|think|fiend|thieve|thief|thief|theme|thief|theme|theme,thief|theme|thieve|think|fiend,15,8 4 1 1 1,thief,8,! TH IY M,! θ i m,4.5,! TH IY F,! θ i f,3.91,10
6646,10560,BMN3,361287,-4.36,s4,trend,friend|friend|pray|rain|friend|friend|friend|resin|rain|friend|ran|friend|friend|friend|friend,friend|rain|pray|ran|resin,15,10 2 1 1 1,friend,10,! T R EH N D,! t ɹ e n d,4.02,! F R EH N D,! f ɹ e n d,5.29,10
6650,12800,BMN3,269936,-4.15,s4,pork,forced|pork|fork|fork|book|fork|fork|fork|pork|fork|book|folk|walk|pork|book,fork|pork|book|forced|walk|folk,15,6 3 3 1 1 1,fork,6,! P AO K,! p ɔ k,4.39,! F AO K,! f ɔ k,3.97,10
6653,9760,BMN3,117789,-3.353,s4,tend,depend|tend|bend|intend|depend|depend|pretend|pen|bend|pretend|depend|depend|depend|bend|mend,depend|bend|pretend|intend|tend|pen|mend,15,6 3 2 1 1 1 1,depend,6,! T EH N D,! t e n d,4.54,D IH ! P EH N D,d ɪ ! p e n d,4.05,24
6657,11360,BMN3,645119,-6.112,s4,factor,actor|actor|actor|actor|actor|actor|actor|taxer|factor|actor|factor|actress|actor|actor|actor,actor|factor|taxer|actress,15,11 2 1 1,actor,11,! F AE K . T AX,! f æ k . t ə,4.5,! AE K . T AX,! æ k . t ə,4.54,7
6674,12000,BMN3,815526,-4.187,s4,forced,bored|bored|afford|board|lost|ball|board|walked|bald|bold|bored|bored|bald|board|reward,bored|bald|ball|bold|lost|afford|walked|reward,15,7 2 1 1 1 1 1 1,bored,7,! F AO S T,! f ɔ s t,4.64,! B AO D,! b ɔ d,4.18,27
6681,14080,BMN3,64939,-7.084,s4,textile,file|exile|textiles|decile|exile|exile|textile|exile|textile|projectile|textile|exile|exile|domicile|reptile|exile,exile|textile|reptile|domicile|decile|file|projectile|textiles,16,7 3 1 1 1 1 1 1,exile,7,! T EH K . S T AY L,! t e k . s t aɪ l,3.34,! EH K . S AY L,! e k . s aɪ l,3.51,14
6696,12160,BAB4,621229,-2.602,s1,somewhere,underwear|held|sopping|hogging|cloud|soggy|soggy|help|somewhere|soggy|sobbing|soggy|solidly|soggy|swimwear|soggy,soggy|underwear|help|somewhere|sobbing|swimwear|hogging|held|sopping|cloud|solidly,16,6 1 1 1 1 1 1 1 1 1 1,soggy,6,! S AH M . W EA,! s ʌ m . w ɛə,5.09,! S OH . G IY,! s ɒ . ɡ i,3.66,37
6755,11146,BMN3,482532,-4.179,s3,verbal,burgle|frugal|burgle|burgle|hurdle|purple|burgle|curdle|burgle|vigil|burgle|burgle|burgle|struggle|burger,burgle|frugal|purple|curdle|burger|hurdle|struggle|vigil,15,8 1 1 1 1 1 1 1,burgle,8,! V ER . B L,! v ɜ . b l,3.4,! B ER . G L,! b ɜ . ɡ l,2.56,20
6756,9590,BMN3,802359,-7.183,s3,moral,model|model|hold|muddle|model|model|model|model|model|model|model|model|mourn|mono|model,model|mono|hold|mourn|muddle,15,11 1 1 1 1,model,11,! M OH . R AX L,! m ɒ . ɹ ə l,4.28,! M OH . D L,! m ɒ . d l,4.67,17
6759,13878,BMN3,579818,-6.763,s3,attract,trapped|tracked|tract|trapped|trapped|tracked|trapped|trapped|trapped|trapped|tract|tracked|trapped|trapped|attract,trapped|tracked|attract,15,9 5 1,trapped,9,AX ! T R AE K T,ə ! t ɹ æ k t,4.26,! T R AE P T,! t ɹ æ p t,4.44,17
6762,9580,BMN3,80158,-4.434,s3,pipe,type|type|pike|type|pike|height|type|type|type|type|pipe|type|pipe|type|type,type|pipe|pike|height,15,10 2 2 1,type,10,! P AY P,! p aɪ p,4.26,! T AY P,! t aɪ p,4.93,10
6766,12096,BMN3,286641,-3.272,s3,aged,age|age|age|age|aid|age|age|age|age|age|age|age|age|age|age,age|aid,15,14 1,age,14,! EY JH D,! eɪ dʒ d,4.3,! EY JH,! eɪ dʒ,5.18,7
6797,11520,SSN,889326,-6.804,s1,likely,lifeline|blankly|white|lightly|white|lightning|lightning|white|whitebait|white|white|white|lightweight|light|whitener,white|lightning|lightly|lifeline|light|whitebait|whitener|blankly|lightweight,15,6 2 1 1 1 1 1 1 1,white,6,! L AY K . L IY,! l aɪ k . l i,4.87,! W AY T,! w aɪ t,5.25,34
6815,10002,SSN,457474,-5.194,s3,canal,now|now|now|canal|now|now|canal|now|clown|canal|now|now|now|now|canal,now|canal|clown,15,10 4 1,now,10,K AX ! N AE L,k ə ! n æ l,4.18,! N AW,! n aʊ,6.44,31
6817,8634,SSN,764664,-4.396,s3,dole,dog|doll|dog|dog|dog|doll|dog|dog|doll|dog|doll|dull|dog|dog|dog,dog|doll|dull,15,10 4 1,dog,10,! D OW L,! d oʊ l,3.57,! D OH G,! d ɒ ɡ,5.17,20
6835,8160,BMN3,908907,-6.406,s2,desk,risk|risk|risk|brisk|disk|risk|brisk|risk|mask|task|risk|risk|risk|risk|task,risk|brisk|task|disc|mask,15,9 2 2 1 1,risk,9,! D EH S K,! d e s k,4.34,! R IH S K,! ɹ ɪ s k,4.98,20
6849,11360,BMN3,168757,-5.542,s1,thirteen,dirty|thorough|thirty|thirteen|thirsty|thirsty|thirsty|thirsty|thirty|thirsty|voted|thirsty|thirty|thirst|thirteen,thirsty|thirty|thirteen|thorough|dirty|voted|thirst,15,6 3 2 1 1 1 1,thirsty,6,! TH ER . T IY N,! θ ɜ . t i n,2.91,! TH ER . S T IY,! θ ɜ . s t i,3.69,14
6857,11236,BMN3,437494,-5.391,s1,ride,drier|riot|riot|dryer|riot|dryer|drying|drier|dryer|dryer|fire|dryer|drive|trial|fire,dryer|riot|fire|drying|drive|trial,15,7 3 2 1 1 1,dryer,7,! R AY D,! ɹ aɪ d,4.78,! D R AY . AX,! d ɹ aɪ . ə,3.35,17
6868,11200,SSN,206743,-4.26,s2,spray,bread|spread|sprain|spread|string|spray|spread|spray|spread|spread|spread|spread|spread|osprey|strength,spread|spray|strength|string|osprey|sprain|bread,15,8 2 1 1 1 1 1,spread,8,! S P R EY,! s p ɹ eɪ,3.98,! S P R EH D,! s p ɹ e d,4.62,17
6870,10080,SSN,882460,-6.151,s2,vast,fast|fast|fast|fast|fast|fast|past|past|fast|fast|fast|fast|fast|fast|fast,fast|past,15,13 2,fast,13,! V AA S T,! v ɑ s t,4.53,! F AA S T,! f ɑ s t,5.09,10
6877,11040,BAB4,696933,-1.539,s4,tempo,tenpin|temper|temper|temper|temper|temper|temper|temper|temper|temple|temper|gamble|temper|temple|attempt,temper|temple|tenpin|attempt|gamble,15,10 2 1 1 1,temper,10,! T EH M . P OW,! t e m . p oʊ,3.59,! T EH M . P AX,! t e m . p ə,3.79,10
6879,9760,BAB4,343414,-1.664,s4,fate,faint|book|infect|faint|greed|fate|faint|faint|faint|fain|duke|faint|fate|grey|forest,faint|fate|duke|infect|grey|book|forest|fain|greed,15,6 2 1 1 1 1 1 1 1,faint,6,! F EY T,! f eɪ t,4.22,! F EY N T,! f eɪ n t,3.75,7
6881,9600,BAB4,675583,-2.975,s4,usual,beauty|fisher|acute|fisher|fisher|archbishop|udder|actor|milk|fisher|artificial|fisher|fisher|bishop|fisherman,fisher|acute|beauty|archbishop|artificial|milk|fisherman|actor|udder|bishop,15,6 1 1 1 1 1 1 1 1 1,fisher,6,! Y UW . ZH UA L,! j u . ʒ ʊə l,4.74,! F IH . SH AX,! f ɪ . ʃ ə,3.75,47
6883,9760,BAB4,564099,-2.394,s4,fur,peasant|cousin|fur|various|bird|peasant|peasant|burn|whirl|absurd|peasant|pleasant|peasant|pleasant|peasant,peasant|pleasant|whirl|fur|burn|various|absurd|cousin|bird,15,6 2 1 1 1 1 1 1 1,peasant,6,! F ER,! f ɜ,4.03,! P EH . S N T,! p e . s n t,3.43,41
6890,9440,BAB4,694026,0.573,s1,front,crunch|crunch|brunt|freight|crumble|grunt|grunt|camp|crunch|grunt|crumpet|crunch|grunt|grunt|grunt,grunt|crunch|crumpet|camp|brunt|crumble|freight,15,6 4 1 1 1 1 1,grunt,6,! F R AH N T,! f ɹ ʌ n t,5.42,! G R AH N T,! ɡ ɹ ʌ n t,3.04,10
6899,10560,SSN,519852,-6.725,s2,motive,motor|motor|bloated|loathe|promote|motor|rotor|motor|bloated|rode|motive|motor|motorway|motorway|motor,motor|motorway|bloated|rotor|rode|motive|promote|loathe,15,6 2 2 1 1 1 1 1,motor,6,! M OW . T IH V,! m oʊ . t ɪ v,3.61,! M OW . T AX,! m oʊ . t ə,4.25,17
6933,9280,SSN,515521,-5.439,s1,ankle,angry|ankle|angry|ankle|ankle|angry|ankle|angry|angle|angry|ankle|ankle|angry|ankle|angry,ankle|angry|angle,15,7 7 1,angry,7,! AE NG . K L,! æ ŋ . k l,3.94,! AE NG . G R IY,! æ ŋ . ɡ ɹ i,4.71,27
6934,11840,SSN,189044,-6.181,s1,caution,portion|portion|portion|precaution|portion|portion|proportion|abortion|fortune|portion|portion|fortune|portion|port|portion,portion|fortune|proportion|abortion|precaution|port,15,9 2 1 1 1 1,portion,9,! K AO . SH N,! k ɔ . ʃ n,3.81,! P AO . SH N,! p ɔ . ʃ n,3.77,10
6938,9280,SSN,933474,-4.546,s1,main,pain|bend|men|bend|bend|men|debate|bend|bend|pain|bench|bane|men|bend|mend,bend|men|pain|bench|bane|mend|debate,15,6 3 2 1 1 1 1,bend,6,! M EY N,! m eɪ n,5.14,! B EH N D,! b e n d,4.17,27
6945,13440,SSN,640746,-6.805,s1,midwife,image|midway|white|withered|vigilant|middle|midwife|midterm|middle|middle|middle|middle|middle|middle|midwife,middle|midwife|withered|midterm|image|vigilant|white|midway,15,7 2 1 1 1 1 1 1,middle,7,! M IH D . W AY F,! m ɪ d . w aɪ f,3.59,! M IH . D L,! m ɪ . d l,5.23,24
6971,14386,BAB4,341629,-2.536,s3,closed,cook|cook|hook|enclosed|cook|closed|closed|cheese|cool|cook|cook|cook|closed|closed|closed,cook|closed|cheese|hook|enclosed|cool,15,6 5 1 1 1 1,cook,6,! K L OW Z D,! k l oʊ z d,4.69,! K UH K,! k ʊ k,5.03,34
6974,13760,BAB4,660952,0.863,s3,travelled,travels|bold|travel|travels|travel|travel|travel|travel|travel|travels|travel|travels|travel|travels|travel,travel|travels|bold,15,9 5 1,travel,9,! T R AE . V L D,! t ɹ æ . v l d,4.4,! T R AE . V L,! t ɹ æ . v l,4.82,7
6982,8882,BAB4,141395,0.813,s3,plea,plea|play|play|plague|play|play|play|plague|plague|plague|play|play|plague|play|plague,play|plague|plea,15,8 6 1,play,8,! P L IY,! p l i,3.63,! P L EY,! p l eɪ,5.69,10
6984,13280,BAB4,242228,-2.715,s3,foreman,wall|easier|prime|design|nine|depressed|depressed|depressed|depressed|depressed|pressed|depressed|depressed|canine|design,depressed|design|prime|canine|wall|nine|pressed|easier,15,7 2 1 1 1 1 1 1,depressed,7,! F AO . M AX N,! f ɔ . m ə n,3.25,D IH ! P R EH S T,d ɪ ! p ɹ e s t,3.89,64
6985,9402,BAB4,640330,0.423,s3,cup,cook|cook|cook|capital|cook|cook|cup|cook|cook|cook|risk|cook|cook|risk|wrist,cook|risk|cup|wrist|capital,15,10 2 1 1 1,cook,10,! K AH P,! k ʌ p,5.09,! K UH K,! k ʊ k,5.03,20
6988,14522,BAB4,82701,0.401,s3,advent,adept|debt|advert|adept|object|adept|fake|fake|advert|adept|adept|cup|adept|affect|affect,adept|advert|fake|affect|cup|object|debt,15,6 2 2 2 1 1 1,adept,6,! AE D . V AX N T,! æ d . v ə n t,3.27,AE ! D EH P T,æ ! d e p t,2.97,27
6992,8702,BAB4,391969,-0.69,s3,grin,grip|grill|grits|grist|grit|grip|pass|path|grip|grit|dress|grip|grip|grip|grip,grip|grit|grill|grist|grits|pass|path|dress,15,7 2 1 1 1 1 1 1,grip,7,! G R IH N,! ɡ ɹ ɪ n,3.55,! G R IH P,! ɡ ɹ ɪ p,4.14,10
7002,13794,BMN3,874918,-7.494,s3,feast,beast|feast|beast|feast|beast|feast|beast|beast|beast|beast|beast|beast|feast|feast|feast,beast|feast,15,9 6,beast,9,! F IY S T,! f i s t,4.1,! B IY S T,! b i s t,4.11,10
7006,15320,BMN3,907322,-7.008,s3,maintain,retain|retain|maintain|retain|retain|maintain|retain|retain|retained|maintain|maintain|retain|maintain|curtained|retain,retain|maintain|curtained|retained,15,8 5 1 1,retain,8,M EY N ! T EY N,m eɪ n ! t eɪ n,4.3,R IH ! T EY N,ɹ ɪ ! t eɪ n,3.9,27
7043,11274,SSN,115232,-4.511,s3,on,orange|orange|orange|eye|iron|foreign|iron|orange|orange|orange|art|orange|eye|eye|high,orange|eye|iron|foreign|high|art,15,7 3 2 1 1 1,orange,7,! OH N,! ɒ n,6.89,! OH . R IH N JH,! ɒ . ɹ ɪ n dʒ,4.64,21
7048,13280,SSN,458165,-6.386,s3,solely,soldier|soldier|sully|solving|soldier|dissolve|doll|old|soldier|soldier|soul|soldier|soggy|story|sold,soldier|sully|soggy|doll|sold|solving|soul|storey|old|dissolve,15,6 1 1 1 1 1 1 1 1 1,soldier,6,! S OW . L IY,! s oʊ . l i,3.48,! S OW L . JH AX,! s oʊ l . dʒ ə,4.36,17
7070,10240,BMN3,332160,-5.039,s1,known,know|gnome|nose|know|nose|nose|known|known|knows|known|nose|nose|known|know|nose,nose|known|know|gnome,15,7 4 3 1,nose,7,! N OW N,! n oʊ n,5.29,! N OW Z,! n oʊ z,4.72,10
7071,8800,BMN3,37062,-4.323,s1,dusk,dust|dust|dust|dust|dust|dust|dusk|dust|dust|gushed|dust|dust|dust|dust|dust,dust|gushed|dusk,15,13 1 1,dust,13,! D AH S K,! d ʌ s k,3.4,! D AH S T,! d ʌ s t,4.39,10
7089,11520,BMN3,816595,-5.184,s2,senate,consent|scent|scent|send|scent|scent|sent|senate|scent|sent|scent|scent|sensitive|scent|scent,scent|senate|consent|send|sensitive,15,11 1 1 1 1,scent,11,! S EH . N IH T,! s e . n ɪ t,3.58,! S EH N T,! s e n t,4.03,7
7193,9414,SSN,302312,-5.86,s1,cloak,float|cloak|quote|float|float|rope|cloak|cloak|float|float|cloak|cloak|float|cloak|clock,float|cloak|rope|quote|clock,15,6 6 1 1 1,float,6,! K L OW K,! k l oʊ k,3.43,! F L OW T,! f l oʊ t,3.96,20
7214,11830,BMN3,338863,-5.329,s3,hind,mind|kind|hind|kind|hind|find|kind|pie|kind|find|kind|pint|kind|find|kind,kind|find|hind|mind|pie|pint,15,7 3 2 1 1 1,kind,7,! HH AY N D,! h aɪ n d,3.37,! K AY N D,! k aɪ n d,5.6,10
7227,9920,BAB4,865891,-0.189,s4,loan,low|loan|blow|low|trouble|blow|low|traveller|low|blow|creek|low|loan|moan|low,low|blow|loan|moan|creek|traveller|trouble,15,6 3 2 1 1 1 1,low,6,! L OW N,! l oʊ n,4.32,! L OW,! l oʊ,5.12,7
7274,10080,BMN3,861757,-7.827,s2,chess,obtuse|duchess|chase|chase|chase|chess|chase|juice|chase|purchase|chest|chess|chess|chase|produce,chase|chess|purchase|duchess|juice|chest|produce|obtuse,15,6 3 1 1 1 1 1 1,chase,6,! CH EH S,! tʃ e s,3.91,! CH EY S,! tʃ eɪ s,4.31,10
7281,12068,BAB4,108901,-2.061,s3,valid,invalid|valid|innate|innate|innate|innate|innate|upward|named|awkward|neighbour|ballot|innate|innate|uptown,innate|named|awkward|invalid|neighbour|valid|uptown|ballot|upward,15,7 1 1 1 1 1 1 1 1,innate,7,! V AE . L IH D,! v æ . l ɪ d,3.67,! IH . N EY T,! ɪ . n eɪ t,2.91,45
7283,11278,BAB4,146664,-1.811,s3,ballot,malice|malice|pay|pay|pay|balance|pay|banish|pay|change|pay|ballot|hay|hay|balance,pay|malice|hay|balance|ballot|change|banish,15,6 2 2 2 1 1 1,pay,6,! B AE . L AX T,! b æ . l ə t,3.94,! P EY,! p eɪ,5.4,41
7286,10034,BAB4,566256,-2.657,s3,harry,carry|carry|carried|hurry|carry|cad|carry|hurry|marry|carry|harry|harry|carry|parrot|carriage,carry|harry|hurry|carried|parrot|marry|carriage|cad,15,6 2 2 1 1 1 1 1,carry,6,! HH AE . R IY,! h æ . ɹ i,4.81,! K AE . R IY,! k æ . ɹ i,4.95,10
7289,11840,BAB4,861240,-1.621,s3,reader,reading|reading|greed|reader|reading|reading|reading|regent|reader|rugby|reject|freedom|reader|reading|redone,reading|reader|rugby|reject|freedom|regent|redone|greed,15,6 3 1 1 1 1 1 1,reading,6,! R IY . D AX,! ɹ i . d ə,3.71,! R IY . D IH NG,! ɹ i . d ɪ ŋ,4.78,17
7297,15200,BAB4,205432,-1.863,s3,scarcely,scarce|scarcely|scarce|scarcely|scarce|scarce|scarce|scarce|help|scarcity|scarcely|help|help|scan|scarcely,scarce|scarcely|help|scarcity|scan,15,6 4 3 1 1,scarce,6,! S K EA S . L IY,! s k ɛə s . l i,3.19,! S K EA S,! s k ɛə s,3.51,14
7312,9920,SSN,772926,-4.01,s2,hint,heat|heat|heat|hint|heat|hint|hint|heat|heat|hint|peaked|hint|hint|heat|hint,heat|hint|peaked,15,7 7 1,heat,7,! HH IH N T,! h ɪ n t,3.95,! HH IY T,! h i t,4.76,17
7315,9280,SSN,121220,-4.948,s2,mere,mere|near|near|near|nearer|near|near|near|veneer|clear|weird|near|near|lead|near,near|nearer|lead|clear|weird|mere|veneer,15,9 1 1 1 1 1 1,near,9,! M IA R,! m ɪə ɹ,3.82,! N IA R,! n ɪə ɹ,5.08,10
7316,12800,SSN,795206,-4.068,s2,moustache,start|start|style|inside|star|start|start|start|stark|moustache|dye|moustache|starch|superstate|start,start|moustache|style|star|starch|inside|stark|superstate|dye,15,6 2 1 1 1 1 1 1 1,start,6,M AX ! S T AA SH,m ə ! s t ɑ ʃ,3.8,! S T AA T,! s t ɑ t,5.77,24
7320,8160,SSN,619551,-5.242,s2,metal,metal|eaten|nettle|little|mutual|bottle|middle|nettle|metal|little|nettle|nettle|twin|nettle|nettle,nettle|little|metal|bottle|mutual|middle|twin|eaten,15,6 2 2 1 1 1 1 1,nettle,6,! M EH . T L,! m e . t l,4.63,! N EH . T L,! n e . t l,3.08,10
7343,8960,BMN3,642655,-3.117,s2,upon,pond|pond|pond|pons|upon|pond|pond|pond|appalling|pawn|pond|upon|pawn|upon|pond,pond|upon|pawn|pons|appalling,15,8 3 2 1 1,pond,8,AX ! P OH N,ə ! p ɒ n,4.75,! P OH N D,! p ɒ n d,4.2,14
7344,10560,BMN3,911286,-7.629,s2,clergy,merge|virgin|virgin|virgin|virgin|urgent|clergy|allergic|virgin|spiritual|virgin|clergy|converge|virgin|virgin,virgin|clergy|spiritual|merge|converge|urgent|allergic,15,8 2 1 1 1 1 1,virgin,8,! K L ER . JH IY,! k l ɜ . dʒ i,3.36,! V ER . JH IH N,! v ɜ . dʒ ɪ n,4.08,34
7359,11778,SSN,530440,-6.469,s4,prepared,prepare|prepare|prepare|prepare|prepare|prepare|prepare|repair|prepare|prepare|compare|prepare|prepare|repair|prepare,prepare|repair|compare,15,12 2 1,prepare,12,P R IH ! P EA D,p ɹ ɪ ! p ɛə d,4.82,P R IH ! P EA,p ɹ ɪ ! p ɛə,4.48,7
7370,10610,SSN,638250,-6.921,s4,plight,flight|might|blank|flight|flight|find|flight|might|light|bite|flight|flight|plight|plight|right,flight|plight|might|right|light|bite|blank|find,15,6 2 2 1 1 1 1 1,flight,6,! P L AY T,! p l aɪ t,3.52,! F L AY T,! f l aɪ t,4.58,10
7388,11200,SSN,165461,-6.344,s4,midst,missed|mix|mist|knit|mince|mist|mist|missed|mint|midst|mix|mist|mix|mince|mint,mist|mix|mince|mint|knit|midst,15,6 3 2 2 1 1,mist,6,! M IH D S T,! m ɪ d s t,3.59,! M IH S T,! m ɪ s t,3.95,7
7402,12334,SSN,139574,-6.615,s3,after,actor|actor|actor|actor|actor|actor|actor|actor|actor|actor|actor|actor|actor|actor|actor,actor,15,15,actor,15,! AE F . T AX,! æ f . t ə,5.94,! AE K . T AX,! æ k . t ə,4.54,10
7407,14552,SSN,618900,-6.507,s3,plane,playful|player|playing|play|play|play|plane|play|length|play|plane|plane|play|plane|play,play|plane|playful|player|length|playing,15,7 4 1 1 1 1,play,7,! P L EY N,! p l eɪ n,4.58,! P L EY,! p l eɪ,5.69,7
7408,11200,SSN,516648,-5.898,s3,robe,road|road|road|rope|road|rogue|rope|road|rose|rogue|road|road|road|rope|role,road|rope|rogue|rose|role,15,8 3 2 1 1,road,8,! R OW B,! ɹ oʊ b,3.11,! R OW D,! ɹ oʊ d,5.28,10
7429,11840,BMN3,488343,-6.745,s1,cautious,portion|caution|proportion|proportion|portion|portion|portion|portion|portion|portion|proportion|portion|caution|portion|cautious,portion|proportion|caution|cautious,15,9 3 2 1,portion,9,! K AO . SH AX S,! k ɔ . ʃ ə s,3.95,! P AO . SH N,! p ɔ . ʃ n,3.77,27
7437,10080,BMN3,261985,-5.772,s1,shame,change|chain|change|change|chain|shame|chain|chain|chain|change|strength|change|change|change|change,change|chain|shame|strength,15,8 5 1 1,change,8,! SH EY M,! ʃ eɪ m,4.72,! CH EY N JH,! tʃ eɪ n dʒ,5.49,27
7459,8800,BAB4,212898,-1.802,s2,gripping,decree|ripping|proceed|proceed|prepare|persuade|prestige|proceed|proceed|brake|proceed|proceed|prestige|profuse|greed,proceed|prestige|decree|prepare|persuade|brake|ripping|profuse|greed,15,6 2 1 1 1 1 1 1 1,proceed,6,! G R IH . P IH NG,! ɡ ɹ ɪ . p ɪ ŋ,3.33,P R AX ! S IY D,p ɹ ə ! s i d,3.86,50
7474,14912,SSN,733563,-6.403,s3,profound,found|found|found|found|found|crowd|cloud|sound|found|found|fowl|crowned|found|found|fowled,found|sound|fowled|crowd|fowl|crowned|cloud,15,9 1 1 1 1 1 1,found,9,P R AX ! F AW N D,p ɹ ə ! f aʊ n d,3.9,! F AW N D,! f aʊ n d,5.58,21
7484,9690,SSN,689747,-4.576,s3,bore,more|more|more|poor|more|more|call|poor|bore|poor|hall|more|bored|all|poor,more|poor|all|call|bore|bored|hall,15,6 4 1 1 1 1 1,more,6,! B AO,! b ɔ,3.76,! M AO,! m ɔ,6.32,10
7491,9804,SSN,763952,-6.857,s3,travelling,travel|tramp|truck|traffic|travel|travel|travelled|tractor|trouble|travel|travel|channel|travel|travel|trying,travel|tramp|traffic|channel|truck|travelled|trying|trouble|tractor,15,7 1 1 1 1 1 1 1 1,travel,7,! T R AE . V AX . L IH NG,! t ɹ æ . v ə . l ɪ ŋ,4.63,! T R AE . V L,! t ɹ æ . v l,4.82,21
7506,13440,SSN,875962,-4.348,s3,shade,shape|chained|shamed|shamed|shade|shaped|chained|shade|shade|chained|chained|chained|chained|chained|shamed,chained|shamed|shade|shape|shaped,15,7 3 3 1 1,chained,7,! SH EY D,! ʃ eɪ d,3.98,! CH EY N D,! tʃ eɪ n d,3.16,17
